experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_llama4maverick_50,run_026,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=15 U,High max IOB poses a safety risk.
real_llama4maverick_50,run_026,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,No strong evidence to change Autosens or Dynamic ISF settings.
real_llama4maverick_50,run_026,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No strong evidence to change carb absorption model.
real_llama4maverick_50,run_027,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,Evidence from glucose patterns
real_llama4maverick_50,run_027,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change
real_llama4maverick_50,run_027,profile.basal.06_00,profile,True,0.8 U/h,change,0.75 U/h,Evidence from glucose patterns
real_llama4maverick_50,run_027,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change
real_llama4maverick_50,run_027,profile.basal.16_00,profile,True,0.5 U/h,change,0.55 U/h,Evidence from glucose patterns
real_llama4maverick_50,run_027,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence for change
real_llama4maverick_50,run_027,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change
real_llama4maverick_50,run_027,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence for change
real_llama4maverick_50,run_027,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence for change
real_llama4maverick_50,run_027,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence for change
real_llama4maverick_50,run_027,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence for change
real_llama4maverick_50,run_027,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence for change
real_llama4maverick_50,run_027,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence for change
real_llama4maverick_50,run_027,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence for change
real_llama4maverick_50,run_027,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence for change
real_llama4maverick_50,run_027,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence for change
real_llama4maverick_50,run_027,profile.dia,profile,True,10 h,keep,10 h,No strong evidence for change
real_llama4maverick_50,run_027,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,Aggressive SMB/UAM settings are consistent with observed glucose management
real_llama4maverick_50,run_027,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,Settings are consistent with observed SMB behavior
real_llama4maverick_50,run_027,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,Settings are consistent with observed SMB behavior
real_llama4maverick_50,run_027,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=20 U,High max IOB limit poses a safety risk
real_llama4maverick_50,run_027,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Settings are consistent with observed glucose behavior
real_llama4maverick_50,run_027,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Settings are consistent with observed glucose behavior
real_llama4maverick_50,run_028,profile.basal.00_00,profile,True,0.6 U/h,change,0.55 U/h,To improve glucose control during overnight periods.
real_llama4maverick_50,run_028,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.dia,profile,True,10 h,keep,10 h,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No evidence to suggest a change.
real_llama4maverick_50,run_028,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No evidence to suggest a change.
real_llama4maverick_50,run_028,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM is effective in managing glucose variability.
real_llama4maverick_50,run_028,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,No evidence to suggest a change.
real_llama4maverick_50,run_028,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,No evidence to suggest a change.
real_llama4maverick_50,run_028,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"No evidence to suggest a change, but high max IOB limit may need monitoring."
real_llama4maverick_50,run_028,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Dynamic ISF is effective, and Autosens is disabled."
real_llama4maverick_50,run_028,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No evidence to suggest a change.
real_llama4maverick_50,run_029,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,To reduce glucose variability.
real_llama4maverick_50,run_029,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_029,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change.
real_llama4maverick_50,run_029,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_029,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change.
real_llama4maverick_50,run_029,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change.
real_llama4maverick_50,run_029,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_029,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change.
real_llama4maverick_50,run_029,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change.
real_llama4maverick_50,run_029,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change.
real_llama4maverick_50,run_029,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change.
real_llama4maverick_50,run_029,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change.
real_llama4maverick_50,run_029,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change.
real_llama4maverick_50,run_029,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_029,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_029,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_029,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change.
real_llama4maverick_50,run_029,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,No strong evidence to change.
real_llama4maverick_50,run_029,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,No strong evidence to change.
real_llama4maverick_50,run_029,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,No strong evidence to change.
real_llama4maverick_50,run_029,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,No strong evidence to change.
real_llama4maverick_50,run_029,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,No strong evidence to change.
real_llama4maverick_50,run_029,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No strong evidence to change.
real_llama4maverick_50,run_030,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,"Glucose variability, evidence from basal_targets stage."
real_llama4maverick_50,run_030,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_030,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change.
real_llama4maverick_50,run_030,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_030,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change.
real_llama4maverick_50,run_030,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change.
real_llama4maverick_50,run_030,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_030,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change.
real_llama4maverick_50,run_030,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change.
real_llama4maverick_50,run_030,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change.
real_llama4maverick_50,run_030,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change.
real_llama4maverick_50,run_030,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change.
real_llama4maverick_50,run_030,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change.
real_llama4maverick_50,run_030,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_030,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_030,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_030,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change.
real_llama4maverick_50,run_030,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,No strong evidence to change.
real_llama4maverick_50,run_030,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,No strong evidence to change.
real_llama4maverick_50,run_030,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,No strong evidence to change.
real_llama4maverick_50,run_030,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,No strong evidence to change.
real_llama4maverick_50,run_030,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,No strong evidence to change.
real_llama4maverick_50,run_030,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No strong evidence to change.
real_llama4maverick_50,run_031,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,Glucose patterns indicate a need for adjustment.
real_llama4maverick_50,run_031,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change.
real_llama4maverick_50,run_031,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence for change.
real_llama4maverick_50,run_031,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change.
real_llama4maverick_50,run_031,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence for change.
real_llama4maverick_50,run_031,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence for change.
real_llama4maverick_50,run_031,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change.
real_llama4maverick_50,run_031,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence for change.
real_llama4maverick_50,run_031,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence for change.
real_llama4maverick_50,run_031,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence for change.
real_llama4maverick_50,run_031,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence for change.
real_llama4maverick_50,run_031,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence for change.
real_llama4maverick_50,run_031,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence for change.
real_llama4maverick_50,run_031,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence for change.
real_llama4maverick_50,run_031,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence for change.
real_llama4maverick_50,run_031,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence for change.
real_llama4maverick_50,run_031,profile.dia,profile,True,10 h,keep,10 h,No strong evidence for change.
real_llama4maverick_50,run_031,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM is appropriately enabled.
real_llama4maverick_50,run_031,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are appropriately set.
real_llama4maverick_50,run_031,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are appropriately set.
real_llama4maverick_50,run_031,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,"{""max_iob_units"": 20}",Max IOB is set too high.
real_llama4maverick_50,run_031,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Autosens and Dynamic ISF settings are appropriately set.
real_llama4maverick_50,run_031,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model settings are appropriately set.
real_llama4maverick_50,run_032,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Current basal rate is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Current basal rate is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Current basal rate is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Current basal rate is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Current basal rate is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Current basal rate is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Current basal rate is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_032,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_032,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_032,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_032,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_032,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally consistent with glucose patterns.
real_llama4maverick_50,run_032,profile.dia,profile,True,10 h,keep,10 h,DIA is generally consistent with insulin action profiles.
real_llama4maverick_50,run_032,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM settings are generally appropriate.
real_llama4maverick_50,run_032,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate.
real_llama4maverick_50,run_032,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are generally appropriate.
real_llama4maverick_50,run_032,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,Safety limits are set high but generally appropriate.
real_llama4maverick_50,run_032,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is used with a reasonable adjustment factor.
real_llama4maverick_50,run_032,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No meal data to assess carb absorption model.
real_llama4maverick_50,run_033,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is reasonable.
real_llama4maverick_50,run_033,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is reasonable.
real_llama4maverick_50,run_033,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate is reasonable.
real_llama4maverick_50,run_033,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is reasonable.
real_llama4maverick_50,run_033,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate is reasonable.
real_llama4maverick_50,run_033,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is reasonable.
real_llama4maverick_50,run_033,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is reasonable.
real_llama4maverick_50,run_033,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR is reasonable.
real_llama4maverick_50,run_033,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR is reasonable.
real_llama4maverick_50,run_033,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR is reasonable.
real_llama4maverick_50,run_033,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR is reasonable.
real_llama4maverick_50,run_033,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR is reasonable.
real_llama4maverick_50,run_033,profile.dia,profile,True,10 h,keep,10 h,DIA is reasonable.
real_llama4maverick_50,run_033,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF is reasonable.
real_llama4maverick_50,run_033,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is reasonable.
real_llama4maverick_50,run_033,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target is reasonable.
real_llama4maverick_50,run_033,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is reasonable.
real_llama4maverick_50,run_033,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM is effective.
real_llama4maverick_50,run_033,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are reasonable.
real_llama4maverick_50,run_033,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are reasonable.
real_llama4maverick_50,run_033,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,"{""max_iob_units"": 15, ""max_basal_u_per_hour"": 6}",High max IOB and basal rates pose a risk.
real_llama4maverick_50,run_033,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is reasonable.
real_llama4maverick_50,run_033,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model is reasonable.
real_llama4maverick_50,run_034,profile.basal.00_00,profile,True,0.6 U/h,change,0.55 U/h,Glucose patterns suggest a lower basal rate may be more appropriate.
real_llama4maverick_50,run_034,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this setting.
